1	human	BU	Orchid	None	\N	wgEncodeEH000001	2011-04-20 09:41:32
239	human	Duke	AffyExonArray	NHEK	\N	wgEncodeEH000239	2011-05-02 12:43:26
240	human	Duke	AffyExonArray	Osteobl	\N	wgEncodeEH000240	2011-05-02 12:43:26
241	human	Duke	AffyExonArray	ProgFib	\N	wgEncodeEH000241	2011-05-02 12:43:26
242	human	GIS	DnaPet	GM12878	fragSize=10k	wgEncodeEH000242	2011-05-03 09:58:02
243	human	GIS	DnaPet	K562	fragSize=10k	wgEncodeEH000243	2011-05-03 09:58:02
244	human	GIS	DnaPet	K562	fragSize=1k	wgEncodeEH000244	2011-05-03 09:58:02
245	human	GIS	DnaPet	GM12878	fragSize=1k	wgEncodeEH000245	2011-05-03 09:58:02
246	human	GIS	DnaPet	GM12878	fragSize=5k	wgEncodeEH000246	2011-05-03 09:58:02
247	human	GIS	DnaPet	K562	fragSize=20k	wgEncodeEH000247	2011-05-03 09:58:02
248	human	GIS	RnaPet	GM12878	localization=cytosol rnaExtract=longPolyA	wgEncodeEH000248	2011-06-20 11:46:37
249	human	GIS	RnaPet	GM12878	localization=nucleus rnaExtract=longPolyA	wgEncodeEH000249	2011-06-20 11:46:37
250	human	GIS	RnaPet	H1-hESC	localization=cell rnaExtract=longPolyA	wgEncodeEH000250	2011-06-20 11:46:37
251	human	GIS	RnaPet	HUVEC	localization=nucleus rnaExtract=longPolyA	wgEncodeEH000251	2011-06-20 11:46:37
252	human	GIS	RnaPet	HepG2	localization=cytosol rnaExtract=longPolyA	wgEncodeEH000252	2011-06-20 11:46:37
253	human	GIS	RnaPet	HepG2	localization=nucleus rnaExtract=longPolyA	wgEncodeEH000253	2011-06-20 11:46:37
254	human	GIS	RnaPet	K562	localization=chromatin rnaExtract=total	wgEncodeEH000254	2011-06-20 11:46:38
255	human	GIS	RnaPet	K562	localization=cytosol rnaExtract=longPolyA	wgEncodeEH000255	2011-06-20 11:46:38
256	human	GIS	RnaPet	K562	localization=nucleolus rnaExtract=total	wgEncodeEH000256	2011-06-20 11:46:38
257	human	GIS	RnaPet	K562	localization=nucleoplasm rnaExtract=total	wgEncodeEH000257	2011-06-20 11:46:38
258	human	GIS	RnaPet	K562	localization=nucleus rnaExtract=longPolyA	wgEncodeEH000258	2011-06-20 11:46:38
259	human	GIS	RnaPet	K562	localization=polysome rnaExtract=longPolyA	wgEncodeEH000259	2011-06-20 11:46:38
260	human	GIS	RnaPet	NHEK	localization=cytosol rnaExtract=longPolyA	wgEncodeEH000260	2011-06-20 11:46:38
261	human	GIS	RnaPet	NHEK	localization=nucleus rnaExtract=longPolyA	wgEncodeEH000261	2011-06-20 11:46:38
262	human	GIS	RnaPet	prostate	localization=cell rnaExtract=longPolyA	wgEncodeEH000262	2011-06-20 11:46:38
263	human	GIS	RnaPet	K562	localization=nucleolus rnaExtract=longPolyA	\N	2011-04-14 07:29:25
264	human	GIS	RnaPet	K562	localization=chromatin rnaExtract=longPolyA	\N	2011-04-14 07:29:25
265	human	GIS	RnaPet	K562	localization=nucleoplasm rnaExtract=longPolyA	\N	2011-04-14 07:29:25
266	human	GIS	RnaPet	HUVEC	localization=cytosol rnaExtract=longPolyA	wgEncodeEH000266	2011-06-20 11:46:37
267	human	GIS	RnaPet	HeLa-S3	localization=nucleus rnaExtract=longPolyA	wgEncodeEH000267	2011-06-20 11:46:37
268	human	GIS	RnaPet	HeLa-S3	localization=cytosol rnaExtract=longPolyA	wgEncodeEH000268	2011-06-20 11:46:37
269	human	GIS	RnaSeq	GM12878	localization=cytosol rnaExtract=longPolyA	wgEncodeEH000269	2011-05-02 12:46:05
270	human	GIS	RnaSeq	H1-hESC	localization=cell rnaExtract=longPolyA	wgEncodeEH000270	2011-05-02 12:46:05
271	human	GIS	RnaSeq	K562	localization=cytosol rnaExtract=longPolyA	wgEncodeEH000271	2011-05-02 12:46:05
272	human	Helicos	RnaSeq	K562	localization=cytosol rnaExtract=longPolyA	wgEncodeEH000272	2011-06-21 11:30:18
273	human	HudsonAlpha	Genotype	GM12878	\N	wgEncodeEH000273	2011-05-18 13:45:08
274	human	HudsonAlpha	Genotype	HepG2	\N	wgEncodeEH000274	2011-05-18 13:44:41
275	human	HudsonAlpha	Genotype	K562	\N	wgEncodeEH000275	2011-05-18 13:44:41
276	human	HudsonAlpha	MethylArray	GM12878	labVersion=Methyl27	wgEncodeEH000276	2012-01-31 14:11:30
277	human	HudsonAlpha	MethylArray	HepG2	labVersion=Methyl27	wgEncodeEH000277	2012-01-31 14:11:30
278	human	HudsonAlpha	MethylArray	K562	labVersion=Methyl27	wgEncodeEH000278	2012-01-31 14:11:30
279	human	HudsonAlpha	MethylSeq	BG02ES	\N	wgEncodeEH000279	2011-06-20 11:39:52
280	human	HudsonAlpha	MethylSeq	BG02ES-EBD	\N	wgEncodeEH000280	2011-06-20 11:39:52
281	human	HudsonAlpha	MethylSeq	H9ES	\N	wgEncodeEH000281	2011-06-20 11:39:52
282	human	HudsonAlpha	MethylSeq	H9ES-AFP+	\N	wgEncodeEH000282	2011-06-20 11:39:52
283	human	HudsonAlpha	MethylSeq	H9ES-AFP-	\N	wgEncodeEH000283	2011-06-20 11:39:52
284	human	HudsonAlpha	MethylSeq	H9ES-CM	\N	wgEncodeEH000284	2011-06-20 11:39:52
285	human	HudsonAlpha	MethylSeq	H9ES-E	\N	wgEncodeEH000285	2011-06-20 11:39:52
286	human	HudsonAlpha	MethylSeq	H9ES-EB	\N	wgEncodeEH000286	2011-06-20 11:39:52
287	human	HudsonAlpha	MethylSeq	H9ES-EBD	\N	wgEncodeEH000287	2011-06-20 11:39:52
288	human	HudsonAlpha	MethylSeq	HAL	\N	wgEncodeEH000288	2011-06-20 11:39:52
289	human	HudsonAlpha	MethylSeq	HCT-116	\N	wgEncodeEH000289	2011-06-20 11:39:52
290	human	HudsonAlpha	MethylSeq	HFL11W	\N	wgEncodeEH000290	2011-06-20 11:39:52
291	human	HudsonAlpha	MethylSeq	HFL24W	\N	wgEncodeEH000291	2011-06-20 11:39:52
1351	human	HudsonAlpha	MethylRrbs	NB4	\N	wgEncodeEH001351	2011-05-16 14:27:39
294	human	HudsonAlpha	MethylSeq	GM12878	\N	wgEncodeEH000294	2011-06-20 11:39:52
1350	human	HudsonAlpha	MethylRrbs	MCF-7	\N	wgEncodeEH001350	2011-05-16 14:27:39
1349	human	HudsonAlpha	MethylRrbs	HepG2	\N	wgEncodeEH001349	2011-05-16 14:27:39
297	human	HudsonAlpha	MethylSeq	K562	\N	wgEncodeEH000297	2011-06-20 11:39:52
1348	human	HudsonAlpha	MethylRrbs	HSMMtube	\N	wgEncodeEH001348	2011-05-16 14:27:39
1347	human	HudsonAlpha	MethylRrbs	HRCEpiC	\N	wgEncodeEH001347	2011-05-16 14:27:39
300	human	HudsonAlpha	MethylSeq	GM12891	\N	wgEncodeEH000300	2011-06-20 11:39:52
1346	human	HudsonAlpha	MethylRrbs	HNPCEpiC	\N	wgEncodeEH001346	2011-05-16 14:27:39
1345	human	HudsonAlpha	MethylRrbs	HMEC	\N	wgEncodeEH001345	2011-05-16 14:27:39
303	human	HudsonAlpha	MethylSeq	GM12892	\N	wgEncodeEH000303	2011-06-20 11:39:52
1344	human	HudsonAlpha	MethylRrbs	HIPEpiC	\N	wgEncodeEH001344	2011-05-16 14:27:39
1343	human	HudsonAlpha	MethylRrbs	HEK293	\N	wgEncodeEH001343	2011-05-16 14:27:39
306	human	HudsonAlpha	MethylSeq	H1-hESC	\N	wgEncodeEH000306	2011-06-20 11:39:52
1342	human	HudsonAlpha	MethylRrbs	HEEpiC	\N	wgEncodeEH001342	2011-05-16 14:27:39
1341	human	HudsonAlpha	MethylRrbs	HCM	\N	wgEncodeEH001341	2011-05-16 14:27:39
309	human	HudsonAlpha	MethylSeq	HeLa-S3	\N	wgEncodeEH000309	2011-06-20 11:39:52
1340	human	HudsonAlpha	MethylRrbs	HCF	\N	wgEncodeEH001340	2011-05-16 14:27:39
1339	human	HudsonAlpha	MethylRrbs	HAEpiC	\N	wgEncodeEH001339	2011-05-16 14:27:39
312	human	HudsonAlpha	MethylSeq	HepG2	\N	wgEncodeEH000312	2011-06-20 11:39:52
313	human	HudsonAlpha	RnaSeq	A549	rnaExtract=longPolyA treatment=DEX_100nM	wgEncodeEH000313	2011-06-20 12:00:41
314	human	HudsonAlpha	RnaSeq	A549	rnaExtract=longPolyA treatment=EtOH_0.02pct	wgEncodeEH000314	2011-06-20 12:00:41
315	human	HudsonAlpha	RnaSeq	Jurkat	rnaExtract=longPolyA	wgEncodeEH000315	2011-06-20 12:00:41
316	human	Broad	Mapability	None	size=36mer view=Alignability	wgEncodeEH000316	2011-06-21 11:30:23
317	human	CRG-Guigo	Mapability	None	size=100mer view=Alignability	wgEncodeEH000317	2011-05-02 12:50:17
318	human	CRG-Guigo	Mapability	None	size=36mer view=Alignability	wgEncodeEH000318	2011-05-02 12:50:17
319	human	CRG-Guigo	Mapability	None	size=40mer view=Alignability	wgEncodeEH000319	2011-05-02 12:50:17
320	human	CRG-Guigo	Mapability	None	size=50mer view=Alignability	wgEncodeEH000320	2011-05-02 12:50:17
321	human	CRG-Guigo	Mapability	None	size=75mer view=Alignability	wgEncodeEH000321	2011-05-02 12:50:17
322	human	Duke	Mapability	None	view=Excludable	wgEncodeEH000322	2011-05-02 12:50:17
323	human	Duke	Mapability	None	size=20mer view=Uniqueness	wgEncodeEH000323	2011-05-02 12:50:17
324	human	Duke	Mapability	None	size=24mer view=Uniqueness	wgEncodeEH000324	2011-06-21 11:30:23
325	human	Duke	Mapability	None	size=35mer view=Uniqueness	wgEncodeEH000325	2011-05-02 12:50:17
326	human	UMass-Dekker	Mapability	None	size=15mer view=Uniqueness	wgEncodeEH000326	2011-06-21 11:30:23
327	human	NHGRI-Elnitski	NRE	K562	promoter=G-gamma	wgEncodeEH000327	2011-06-21 11:31:08
328	human	NHGRI-Elnitski	NRE	K562	promoter=SV40	wgEncodeEH000328	2011-06-21 11:31:08
329	human	RIKEN	Cage	K562	localization=cytosol rnaExtract=longNonPolyA	wgEncodeEH000329	2011-06-07 08:12:32
330	human	RIKEN	Cage	K562	localization=nucleus rnaExtract=longNonPolyA	wgEncodeEH000330	2011-06-07 08:12:32
331	human	RIKEN	Cage	prostate	localization=cell rnaExtract=longNonPolyA	wgEncodeEH000331	2011-06-07 08:12:33
332	human	RIKEN	Cage	K562	localization=cytosol rnaExtract=longPolyA	wgEncodeEH000332	2011-06-07 08:12:32
333	human	RIKEN	Cage	K562	localization=nucleus rnaExtract=longPolyA	wgEncodeEH000333	2011-06-07 08:12:32
334	human	RIKEN	Cage	K562	localization=chromatin rnaExtract=total	wgEncodeEH000334	2011-06-07 08:12:32
335	human	RIKEN	Cage	K562	localization=nucleolus rnaExtract=total	wgEncodeEH000335	2011-06-07 08:12:32
336	human	RIKEN	Cage	K562	localization=nucleoplasm rnaExtract=total	wgEncodeEH000336	2011-06-07 08:12:32
337	human	RIKEN	Cage	K562	localization=polysome rnaExtract=longNonPolyA	wgEncodeEH000337	2011-06-07 08:12:32
338	human	RIKEN	Cage	GM12878	localization=cytosol rnaExtract=longNonPolyA	wgEncodeEH000338	2011-06-07 08:12:32
339	human	RIKEN	Cage	GM12878	localization=nucleus rnaExtract=longNonPolyA	wgEncodeEH000339	2011-06-07 08:12:32
340	human	RIKEN	Cage	GM12878	localization=nucleolus rnaExtract=total	wgEncodeEH000340	2011-06-07 08:12:32
341	human	RIKEN	Cage	H1-hESC	localization=cell rnaExtract=longNonPolyA	wgEncodeEH000341	2011-06-07 08:12:32
342	human	RIKEN	Cage	HUVEC	localization=cytosol rnaExtract=longNonPolyA	wgEncodeEH000342	2011-06-07 08:12:32
343	human	RIKEN	Cage	HepG2	localization=cytosol rnaExtract=longNonPolyA	wgEncodeEH000343	2011-06-07 08:12:32
344	human	RIKEN	Cage	HepG2	localization=nucleolus rnaExtract=total	wgEncodeEH000344	2011-06-07 08:12:32
345	human	RIKEN	Cage	HepG2	localization=nucleus rnaExtract=longNonPolyA	wgEncodeEH000345	2011-06-07 08:12:32
346	human	RIKEN	Cage	NHEK	localization=cytosol rnaExtract=longNonPolyA	wgEncodeEH000346	2011-06-07 08:12:33
347	human	RIKEN	Cage	NHEK	localization=nucleus rnaExtract=longNonPolyA	wgEncodeEH000347	2011-06-07 08:12:33
348	human	SunyAlbany	RipChip	GM12878	antibody=ELAVL1	wgEncodeEH000348	2011-06-21 11:31:08
349	human	SunyAlbany	RipChip	GM12878	antibody=PABPC1	wgEncodeEH000349	2011-06-21 11:31:08
350	human	SunyAlbany	RipChip	GM12878	antibody=T7Tag	wgEncodeEH000350	2011-06-21 11:31:08
351	human	SunyAlbany	RipChip	K562	antibody=ELAVL1	wgEncodeEH000351	2011-06-21 11:31:08
352	human	SunyAlbany	RipChip	K562	antibody=IGF2BP1	wgEncodeEH000352	2011-06-21 11:31:08
353	human	SunyAlbany	RipChip	K562	antibody=PABPC1	wgEncodeEH000353	2011-06-21 11:31:08
354	human	SunyAlbany	RipChip	K562	antibody=T7Tag	wgEncodeEH000354	2011-06-21 11:31:08
355	human	UW	AffyExonArray	HRCEpiC	\N	wgEncodeEH000355	2011-05-02 12:43:27
356	human	UW	AffyExonArray	HRE	\N	wgEncodeEH000356	2011-05-02 12:43:27
357	human	UW	AffyExonArray	HeLa-S3	\N	wgEncodeEH000357	2011-05-02 12:43:27
358	human	UW	AffyExonArray	SK-N-SH_RA	\N	wgEncodeEH000358	2011-05-02 12:43:27
359	human	UW	AffyExonArray	Caco-2	\N	wgEncodeEH000359	2011-05-02 12:43:26
360	human	UW	AffyExonArray	GM06990	\N	wgEncodeEH000360	2011-05-02 12:43:26
361	human	UW	AffyExonArray	HepG2	\N	wgEncodeEH000361	2011-05-02 12:43:27
362	human	UW	AffyExonArray	K562	\N	wgEncodeEH000362	2011-05-02 12:43:27
363	human	UW	AffyExonArray	SKMC	\N	wgEncodeEH000363	2011-05-02 12:43:27
364	human	UW	AffyExonArray	Th1	\N	wgEncodeEH000364	2011-05-02 12:43:27
365	human	UW	AffyExonArray	BJ	\N	wgEncodeEH000365	2011-05-02 12:43:26
366	human	UW	AffyExonArray	GM12878	\N	wgEncodeEH000366	2011-05-02 12:43:26
367	human	UW	AffyExonArray	HMEC	\N	wgEncodeEH000367	2011-05-02 12:43:26
368	human	UW	AffyExonArray	HUVEC	\N	wgEncodeEH000368	2011-05-02 12:43:27
369	human	UW	AffyExonArray	Jurkat	\N	wgEncodeEH000369	2011-05-02 12:43:27
370	human	UW	AffyExonArray	MCF-7	\N	wgEncodeEH000370	2011-05-02 12:43:27
371	human	UW	AffyExonArray	NB4	\N	wgEncodeEH000371	2011-05-02 12:43:27
372	human	UW	AffyExonArray	NHEK	\N	wgEncodeEH000372	2011-05-02 12:43:27
373	human	UW	AffyExonArray	PANC-1	\N	wgEncodeEH000373	2011-05-02 12:43:27
374	human	UW	AffyExonArray	SAEC	\N	wgEncodeEH000374	2011-05-02 12:43:27
375	human	UW	AffyExonArray	AG04449	\N	wgEncodeEH000375	2011-05-02 12:43:26
376	human	UW	AffyExonArray	AG04450	\N	wgEncodeEH000376	2011-05-02 12:43:26
377	human	UW	AffyExonArray	AG09309	\N	wgEncodeEH000377	2011-05-02 12:43:26
378	human	UW	AffyExonArray	AG09319	\N	wgEncodeEH000378	2011-05-02 12:43:26
379	human	UW	AffyExonArray	AG10803	\N	wgEncodeEH000379	2011-05-02 12:43:26
380	human	UW	AffyExonArray	CMK	\N	wgEncodeEH000380	2011-05-02 12:43:26
381	human	UW	AffyExonArray	H7-hESC	\N	wgEncodeEH000381	2011-05-02 12:43:26
382	human	UW	AffyExonArray	HAEpiC	\N	wgEncodeEH000382	2011-05-02 12:43:26
383	human	UW	AffyExonArray	HCF	\N	wgEncodeEH000383	2011-05-02 12:43:26
384	human	UW	AffyExonArray	HCM	\N	wgEncodeEH000384	2011-05-02 12:43:26
385	human	UW	AffyExonArray	HCPEpiC	\N	wgEncodeEH000385	2011-05-02 12:43:26
386	human	UW	AffyExonArray	HEEpiC	\N	wgEncodeEH000386	2011-05-02 12:43:26
387	human	UW	AffyExonArray	HIPEpiC	\N	wgEncodeEH000387	2011-05-02 12:43:26
388	human	UW	AffyExonArray	HNPCEpiC	\N	wgEncodeEH000388	2011-05-02 12:43:27
389	human	UW	AffyExonArray	HRPEpiC	\N	wgEncodeEH000389	2011-05-02 12:43:27
390	human	UW	AffyExonArray	NHDF-neo	\N	wgEncodeEH000390	2011-05-02 12:43:27
391	human	UW	AffyExonArray	NHLF	\N	wgEncodeEH000391	2011-05-02 12:43:27
392	human	UW	ChipSeq	GM06990	antibody=CTCF	wgEncodeEH000392	2011-05-13 10:50:21
393	human	UW	ChipSeq	GM12801	antibody=CTCF	wgEncodeEH000393	2011-05-13 10:50:21
394	human	UW	ChipSeq	GM12878	antibody=CTCF	wgEncodeEH000394	2011-05-13 10:50:21
395	human	UW	ChipSeq	GM12878	antibody=H3K4me3	wgEncodeEH000395	2011-05-13 10:50:18
396	human	UW	ChipSeq	HEK293	antibody=CTCF	wgEncodeEH000396	2011-05-13 10:50:21
397	human	UW	ChipSeq	HL-60	antibody=CTCF	wgEncodeEH000397	2011-05-13 10:50:21
398	human	UW	ChipSeq	HeLa-S3	antibody=CTCF	wgEncodeEH000398	2011-05-13 10:50:21
399	human	UW	ChipSeq	K562	antibody=CTCF	wgEncodeEH000399	2011-05-13 10:50:21
400	human	UW	ChipSeq	K562	antibody=H3K4me3	wgEncodeEH000400	2011-05-13 10:50:19
401	human	UW	ChipSeq	HepG2	antibody=CTCF	wgEncodeEH000401	2011-05-13 10:50:21
402	human	UW	ChipSeq	WERI-Rb-1	antibody=CTCF	wgEncodeEH000402	2011-05-13 10:50:21
403	human	UW	ChipSeq	BJ	antibody=CTCF	wgEncodeEH000403	2011-05-13 10:50:21
404	human	UW	ChipSeq	Caco-2	antibody=CTCF	wgEncodeEH000404	2011-05-13 10:50:21
405	human	UW	ChipSeq	HRE	antibody=CTCF	wgEncodeEH000405	2011-05-13 10:50:21
406	human	UW	ChipSeq	NHEK	antibody=CTCF	wgEncodeEH000406	2011-05-13 10:50:21
407	human	UW	ChipSeq	Caco-2	antibody=H3K4me3	wgEncodeEH000407	2011-05-13 10:50:18
408	human	UW	ChipSeq	HMEC	antibody=H3K27me3	wgEncodeEH000408	2011-05-13 10:50:18
409	human	UW	ChipSeq	HRE	antibody=H3K4me3	wgEncodeEH000409	2011-05-13 10:50:18
410	human	UW	ChipSeq	HUVEC	antibody=CTCF	wgEncodeEH000410	2011-05-13 10:50:21
411	human	UW	ChipSeq	HUVEC	antibody=H3K27me3	wgEncodeEH000411	2011-05-13 10:50:18
412	human	UW	ChipSeq	HUVEC	antibody=H3K4me3	wgEncodeEH000412	2011-05-13 10:50:18
413	human	UW	ChipSeq	HepG2	antibody=H3K4me3	wgEncodeEH000413	2011-05-13 10:50:19
414	human	UW	ChipSeq	NHEK	antibody=H3K36me3	wgEncodeEH000414	2011-05-13 10:50:19
415	human	UW	ChipSeq	NHEK	antibody=H3K4me3	wgEncodeEH000415	2011-05-13 10:50:19
416	human	UW	ChipSeq	BJ	antibody=H3K4me3	wgEncodeEH000416	2011-05-13 10:50:18
417	human	UW	ChipSeq	GM06990	antibody=H3K4me3	wgEncodeEH000417	2011-05-13 10:50:18
418	human	UW	ChipSeq	HL-60	antibody=H3K4me3	wgEncodeEH000418	2011-05-13 10:50:18
419	human	UW	ChipSeq	HMEC	antibody=CTCF	wgEncodeEH000419	2011-05-13 10:50:21
420	human	UW	ChipSeq	SAEC	antibody=H3K27me3	wgEncodeEH000420	2011-05-13 10:50:19
421	human	UW	ChipSeq	SAEC	antibody=H3K4me3	wgEncodeEH000421	2011-05-13 10:50:19
422	human	UW	ChipSeq	SK-N-SH_RA	antibody=H3K4me3	wgEncodeEH000422	2011-05-13 10:50:19
423	human	UW	ChipSeq	HeLa-S3	antibody=H3K4me3	wgEncodeEH000423	2011-05-13 10:50:19
424	human	UW	ChipSeq	BJ	antibody=H3K27me3	wgEncodeEH000424	2011-05-13 10:50:18
425	human	UW	ChipSeq	Caco-2	antibody=H3K27me3	wgEncodeEH000425	2011-05-13 10:50:18
426	human	UW	ChipSeq	Caco-2	antibody=H3K36me3	wgEncodeEH000426	2011-05-13 10:50:18
427	human	UW	ChipSeq	GM06990	antibody=H3K27me3	wgEncodeEH000427	2011-05-13 10:50:18
428	human	UW	ChipSeq	GM12878	antibody=H3K27me3	wgEncodeEH000428	2011-05-13 10:50:18
429	human	UW	ChipSeq	HRE	antibody=H3K27me3	wgEncodeEH000429	2011-05-13 10:50:18
430	human	UW	ChipSeq	HRE	antibody=H3K36me3	wgEncodeEH000430	2011-05-13 10:50:18
431	human	UW	ChipSeq	HUVEC	antibody=H3K36me3	wgEncodeEH000431	2011-05-13 10:50:18
432	human	UW	ChipSeq	HeLa-S3	antibody=H3K36me3	wgEncodeEH000432	2011-05-13 10:50:19
433	human	UW	ChipSeq	HepG2	antibody=H3K27me3	wgEncodeEH000433	2011-05-13 10:50:19
434	human	UW	ChipSeq	K562	antibody=H3K27me3	wgEncodeEH000434	2011-05-13 10:50:19
435	human	UW	ChipSeq	K562	antibody=H3K36me3	wgEncodeEH000435	2011-05-13 10:50:19
436	human	UW	ChipSeq	NHEK	antibody=H3K27me3	wgEncodeEH000436	2011-05-13 10:50:19
437	human	UW	ChipSeq	SAEC	antibody=CTCF	wgEncodeEH000437	2011-05-13 10:50:21
438	human	UW	ChipSeq	SAEC	antibody=H3K36me3	wgEncodeEH000438	2011-05-13 10:50:19
439	human	UW	ChipSeq	SK-N-SH_RA	antibody=CTCF	wgEncodeEH000439	2011-05-13 10:50:21
440	human	UW	ChipSeq	SK-N-SH_RA	antibody=H3K27me3	wgEncodeEH000440	2011-05-13 10:50:19
441	human	UW	ChipSeq	SK-N-SH_RA	antibody=H3K36me3	wgEncodeEH000441	2011-05-13 10:50:19
442	human	UW	ChipSeq	HeLa-S3	antibody=H3K27me3	wgEncodeEH000442	2011-05-13 10:50:18
443	human	UW	ChipSeq	BJ	antibody=H3K36me3	wgEncodeEH000443	2011-05-13 10:50:18
444	human	UW	ChipSeq	GM06990	antibody=H3K36me3	wgEncodeEH000444	2011-05-13 10:50:18
445	human	UW	ChipSeq	GM12878	antibody=H3K36me3	wgEncodeEH000445	2011-05-13 10:50:18
446	human	UW	ChipSeq	HepG2	antibody=H3K36me3	wgEncodeEH000446	2011-05-13 10:50:19
447	human	UW	ChipSeq	GM12864	antibody=CTCF	wgEncodeEH000447	2011-05-13 10:50:21
448	human	UW	ChipSeq	GM12865	antibody=CTCF	wgEncodeEH000448	2011-05-13 10:50:21
449	human	UW	ChipSeq	GM12872	antibody=CTCF	wgEncodeEH000449	2011-05-13 10:50:21
450	human	UW	ChipSeq	GM12873	antibody=CTCF	wgEncodeEH000450	2011-05-13 10:50:21
451	human	UW	ChipSeq	GM12874	antibody=CTCF	wgEncodeEH000451	2011-05-13 10:50:21
452	human	UW	ChipSeq	GM12875	antibody=CTCF	wgEncodeEH000452	2011-05-13 10:50:21
453	human	UW	ChipSeq	BJ	antibody=Input	wgEncodeEH000453	2011-05-13 10:50:18
454	human	UW	ChipSeq	Caco-2	antibody=Input	wgEncodeEH000454	2011-05-13 10:50:18
455	human	UW	ChipSeq	GM06990	antibody=Input	wgEncodeEH000455	2011-05-13 10:50:18
456	human	UW	ChipSeq	GM12801	antibody=Input	wgEncodeEH000456	2011-05-13 10:50:21
457	human	UW	ChipSeq	GM12864	antibody=Input	wgEncodeEH000457	2011-05-13 10:50:21
458	human	UW	ChipSeq	GM12865	antibody=Input	wgEncodeEH000458	2011-05-13 10:50:21
459	human	UW	ChipSeq	GM12872	antibody=Input	wgEncodeEH000459	2011-05-13 10:50:21
460	human	UW	ChipSeq	GM12873	antibody=Input	wgEncodeEH000460	2011-05-13 10:50:21
461	human	UW	ChipSeq	GM12874	antibody=Input	wgEncodeEH000461	2011-05-13 10:50:21
462	human	UW	ChipSeq	GM12875	antibody=Input	wgEncodeEH000462	2011-05-13 10:50:21
463	human	UW	ChipSeq	GM12878	antibody=Input	wgEncodeEH000463	2011-05-13 10:50:18
464	human	UW	ChipSeq	HEK293	antibody=Input	wgEncodeEH000464	2011-05-13 10:50:18
465	human	UW	ChipSeq	HL-60	antibody=Input	wgEncodeEH000465	2011-05-13 10:50:18
466	human	UW	ChipSeq	HMEC	antibody=Input	wgEncodeEH000466	2011-05-13 10:50:18
467	human	UW	ChipSeq	HRE	antibody=Input	wgEncodeEH000467	2011-05-13 10:50:18
468	human	UW	ChipSeq	HUVEC	antibody=Input	wgEncodeEH000468	2011-05-13 10:50:18
469	human	UW	ChipSeq	HeLa-S3	antibody=Input	wgEncodeEH000469	2011-05-13 10:50:19
470	human	UW	ChipSeq	HepG2	antibody=Input	wgEncodeEH000470	2011-05-13 10:50:19
471	human	UW	ChipSeq	K562	antibody=Input	wgEncodeEH000471	2011-05-13 10:50:19
472	human	UW	ChipSeq	NHEK	antibody=Input	wgEncodeEH000472	2011-05-13 10:50:19
473	human	UW	ChipSeq	SAEC	antibody=Input	wgEncodeEH000473	2011-05-13 10:50:19
474	human	UW	ChipSeq	SK-N-SH_RA	antibody=Input	wgEncodeEH000474	2011-05-13 10:50:19
475	human	UW	ChipSeq	WERI-Rb-1	antibody=Input	wgEncodeEH000475	2011-05-13 10:50:21
476	human	UW	DnaseDgf	HepG2	\N	wgEncodeEH000476	2011-05-13 10:50:14
477	human	UW	DnaseDgf	SK-N-SH_RA	\N	wgEncodeEH000477	2011-05-13 10:50:14
478	human	UW	DnaseDgf	Th1	\N	wgEncodeEH000478	2011-05-13 10:50:14
479	human	UW	DnaseDgf	GM06990	\N	wgEncodeEH000479	2011-05-13 10:50:13
480	human	UW	DnaseDgf	K562	\N	wgEncodeEH000480	2011-05-13 10:50:14
481	human	UW	DnaseSeq	GM06990	\N	wgEncodeEH000481	2011-05-13 10:50:15
482	human	UW	DnaseSeq	HepG2	\N	wgEncodeEH000482	2011-05-13 10:50:16
483	human	UW	DnaseSeq	Th1	\N	wgEncodeEH000483	2011-05-13 10:50:16
484	human	UW	DnaseSeq	K562	\N	wgEncodeEH000484	2011-05-13 10:50:16
485	human	UW	DnaseSeq	SK-N-SH_RA	\N	wgEncodeEH000485	2011-05-13 10:50:16
486	human	UW	DnaseSeq	Caco-2	\N	wgEncodeEH000486	2011-05-13 10:50:15
487	human	UW	DnaseSeq	BJ	\N	wgEncodeEH000487	2011-05-13 10:50:15
488	human	UW	DnaseSeq	HUVEC	\N	wgEncodeEH000488	2011-05-13 10:50:15
489	human	UW	DnaseSeq	HL-60	\N	wgEncodeEH000489	2011-05-13 10:50:15
490	human	UW	DnaseSeq	SKMC	\N	wgEncodeEH000490	2011-05-13 10:50:16
491	human	UW	DnaseSeq	Th2	\N	wgEncodeEH000491	2011-05-13 10:50:16
492	human	UW	DnaseSeq	GM12878	\N	wgEncodeEH000492	2011-05-13 10:50:15
493	human	UW	DnaseSeq	HRCEpiC	\N	wgEncodeEH000493	2011-05-13 10:50:15
494	human	UW	DnaseSeq	HRE	\N	wgEncodeEH000494	2011-05-13 10:50:15
495	human	UW	DnaseSeq	HeLa-S3	\N	wgEncodeEH000495	2011-05-13 10:50:15
496	human	UW	DnaseSeq	H1-hESC	\N	wgEncodeEH000496	2011-05-13 10:50:15
497	human	UW	DnaseSeq	Jurkat	\N	wgEncodeEH000497	2011-05-13 10:50:16
498	human	UW	DnaseSeq	NB4	\N	wgEncodeEH000498	2011-05-13 10:50:16
499	human	UW	DnaseSeq	NHEK	\N	wgEncodeEH000499	2011-05-13 10:50:16
